FID;Quartiere;DataCreazione;Latitudine;Longitudine;Indirizzo;Civico;Tipologia;Foto
1384;posillipo;2019-02-27T10:56:04.948Z;40.8232;14.21105;VIA ORAZIO;161;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=a997e651-b837-40ee-bfa6-a0765474ddef_1551264833.jpg
1385;posillipo;2019-03-11T11:06:15.635Z;40.82319;14.21522;VIA PETRARCA FRANCESCO;199;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=1d9e86ec-fb63-412b-9630-7a668b5d45ba_1552302360.jpg
1386;posillipo;2019-03-13T10:43:53.077Z;40.82318;14.21251;VIA CAPECE SCIPIONE;5;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=43821da2-79ad-4fb9-beb6-a47619c145ce_1552473817.jpg
1387;posillipo;2019-03-11T11:05:51.025Z;40.82316;14.21526;VIA PETRARCA FRANCESCO;199B;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=378ed8a0-e936-4d6d-a2e8-ae9041f7f82a_1552302312.jpg
1388;posillipo;2019-03-11T11:32:15.392Z;40.82313;14.21003;VIA MANZONI ALESSANDRO;140;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=6cca06f1-b484-48d8-8f03-faee87f609ba_1552303918.jpg
1389;posillipo;2019-03-01T11:59:57.327Z;40.82312;14.21725;LARGO SERMONETA;10;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=aabbe1c9-6fe5-4816-9d6a-dd9bd3603650_1551441584.jpg
1390;posillipo;2019-03-13T10:18:16.666Z;40.82307;14.20877;VIA PORTA POSILLIPO;46;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=bb503dd7-2234-4cca-ae48-ba8ad7d6511c_1552472269.jpg
1391;posillipo;2019-03-01T12:00:49.768Z;40.82306;14.21717;LARGO SERMONETA;7;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=9db9a677-af0b-4cda-9056-2bb206934a12_1551441631.jpg
1392;posillipo;2019-03-01T12:02:26.270Z;40.82305;14.21719;LARGO SERMONETA;S.N.C;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=2837de2b-fb25-4bfa-8ea1-bce69d684d1c_1551441720.jpg
1393;posillipo;2019-03-13T10:43:08.695Z;40.82305;14.21233;VIA CAPECE SCIPIONE;5b;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=3defd610-f625-420b-a9c2-47652c1ce0b4_1552473768.jpg
1394;posillipo;2019-03-13T10:43:11.930Z;40.823;14.21173;VIA CAPECE SCIPIONE;12b;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=b4dd1128-ff42-44cd-a295-0411e705e420_1552473776.jpg
1395;posillipo;2019-03-11T11:03:58.678Z;40.82292;14.21454;VIA PETRARCA FRANCESCO;197A;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c4cd433e-fa20-460e-88af-0f2d684cd1ba_1552302218.jpg
1396;posillipo;2019-03-13T11:37:13.834Z;40.8229;14.21375;VIA CATULLO;64;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=a07ea823-d1e8-48bb-9b5f-22471e951e6d_1552477013.jpg
1397;posillipo;2019-03-13T10:42:22.694Z;40.82289;14.21126;VIA CAPECE SCIPIONE;12a;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=57d81004-9a54-4b06-8ac0-fdd74db4cd16_1552473715.jpg
1398;posillipo;2019-03-01T12:03:20.445Z;40.82287;14.217;LARGO SERMONETA;5;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=b6b3ed61-927e-4301-8962-44e53f02ffbb_1551441769.jpg
1399;posillipo;2019-03-13T10:19:20.387Z;40.82287;14.20858;VIA PORTA POSILLIPO;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=e0b59e86-e40a-49fe-ab66-8faf0ba2e4c0_1552472339.jpg
1400;posillipo;2019-03-13T10:41:27.233Z;40.82287;14.21127;VIA CAPECE SCIPIONE;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=01aa5b81-2f71-4d5f-ba49-87890fe42000_1552473668.jpg
1401;posillipo;2019-03-11T11:31:19.398Z;40.82285;14.20984;VIA MANZONI ALESSANDRO;142;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=fae95122-21ed-47ab-a2e9-706a86bd19ae_1552303859.jpg
1402;posillipo;2019-03-11T11:30:27.269Z;40.82283;14.20975;VIA MANZONI ALESSANDRO;131b;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=1a0dd34f-5916-4502-9a29-fffdee44e724_1552303809.jpg
1403;posillipo;2019-03-11T11:04:10.344Z;40.82278;14.2146;VIA PETRARCA FRANCESCO;74;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=4b075c12-05e7-4986-a5f5-3eb9b184568a_1552302236.jpg
1404;posillipo;2019-03-13T10:41:49.458Z;40.82276;14.21188;VIA CAPECE SCIPIONE;5c;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=aa302a66-28be-43af-a5f8-34a293488771_1552473699.jpg
1405;posillipo;2019-03-13T10:18:53.942Z;40.82276;14.20857;VIA PORTA POSILLIPO;135c;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=2d518e13-4d69-4ad7-b8e6-b9bc6b3c0bfa_1552472323.jpg
1406;posillipo;2019-03-13T11:34:43.908Z;40.82275;14.21346;VIA CATULLO;70;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=7febbb04-71f4-44ab-9a8f-fbb93eb01ad8_1552476863.jpg
1407;posillipo;2019-03-11T11:29:41.284Z;40.82275;14.20965;VIA MANZONI ALESSANDRO;144;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=f0aa7f82-904c-41bf-8c5d-32eb5924babe_1552303769.jpg
1408;posillipo;2019-03-11T11:03:05.490Z;40.82273;14.21421;VIA PETRARCA FRANCESCO;193A;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=b42777a5-d61c-4cb4-abe2-7232603c3e6e_1552302157.jpg
1409;posillipo;2019-03-13T11:35:22.637Z;40.82272;14.21348;VIA CATULLO;68;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=0fac5a43-1a1e-47be-8256-ab2b79e3571b_1552476913.jpg
1410;posillipo;2019-03-13T11:30:37.684Z;40.82271;14.21263;VIA NEVIO;76;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=2e7d4f09-d044-44b9-b039-25a4a32be5ec_1552476624.jpg
1411;posillipo;2019-03-13T10:40:43.790Z;40.8227;14.21175;VIA CAPECE SCIPIONE;7a;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=27e41fcb-2b0f-48d7-aa77-66367ad0a499_1552473631.jpg
1412;posillipo;2019-03-13T10:40:25.556Z;40.82266;14.21119;VIA CAPECE SCIPIONE;12;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=ae9e314e-46f1-490f-997b-1ef534d471e4_1552473609.jpg
1413;posillipo;2019-03-13T10:38:31.894Z;40.82265;14.21111;VIA CAPECE SCIPIONE;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=16f8c816-278a-4e76-aa4d-3d4eddb9b703_1552473502.jpg
1414;posillipo;2019-03-11T11:29:00.591Z;40.82263;14.20952;VIA MANZONI ALESSANDRO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=9942fc4a-2ecc-413b-9d9b-f071edabaf86_1552303720.jpg
1415;posillipo;2019-03-13T10:40:02.427Z;40.82262;14.2116;VIA CAPECE SCIPIONE;9;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=af799017-f262-4cdc-ac5a-66bf699638ac_1552473591.jpg
1416;posillipo;2019-03-13T10:20:33.500Z;40.82257;14.20848;VIA PORTA POSILLIPO;38;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=32095221-bd15-4bb9-995d-e0019956a8b5_1552472419.jpg
1417;posillipo;2019-03-11T11:28:06.078Z;40.82255;14.20946;VIA MANZONI ALESSANDRO;146;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c3511f5b-dde5-456c-b271-b5b959ff9941_1552303666.jpg
1418;posillipo;2019-03-13T11:33:37.830Z;40.82253;14.21302;VIA CATULLO;74;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=50ad80a7-5245-4ca8-b08f-5ddb8637ee85_1552476806.jpg
1419;posillipo;2019-03-13T11:30:13.416Z;40.82253;14.21263;VIA CATULLO;78;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=91f67fec-7baa-4b81-832c-b9ed8170d090_1552476605.jpg
1420;posillipo;2019-03-13T10:37:05.747Z;40.82249;14.21071;VIA CAPECE SCIPIONE;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=cebbf532-a82e-493e-9ac3-9f364a2dd149_1552473416.jpg
1421;posillipo;2019-03-13T10:21:59.852Z;40.82246;14.20825;VIA PORTA POSILLIPO;44;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=33030161-eb6d-41bf-8e44-89e1f4133819_1552472504.jpg
1422;posillipo;2019-03-11T11:26:49.667Z;40.82245;14.20925;VIA MANZONI ALESSANDRO;148;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=80da714a-99a9-4bb3-90ab-e227226e3fc1_1552303590.jpg
1423;posillipo;2019-03-11T11:02:07.893Z;40.82238;14.21382;VIA PETRARCA FRANCESCO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=e7075f7b-5f02-4572-bbc3-709d4b330659_1552302101.jpg
1424;posillipo;2019-03-01T11:53:18.236Z;40.82235;14.21609;VIA POSILLIPO;408;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=dc12fbcf-1424-4c31-b06b-dc45e2a36649_1551441119.jpg
1425;posillipo;2019-03-13T11:31:50.010Z;40.82232;14.21239;VIA NEVIO;80;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=90563bd5-2a24-4807-9602-09561686d4c4_1552476699.jpg
1426;posillipo;2019-03-11T11:24:33.418Z;40.82229;14.20899;VIA MANZONI ALESSANDRO;141;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=78017f0e-09b7-421d-88ef-a5f0b2b6c08e_1552303457.jpg
1427;posillipo;2019-03-13T10:37:21.550Z;40.82229;14.21089;VIA CAPECE SCIPIONE;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=62c7a334-b93a-4afd-8178-1b27f0ecdcc5_1552473424.jpg
1428;posillipo;2019-03-11T11:26:00.952Z;40.82227;14.2091;VIA MANZONI ALESSANDRO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=3f5b04e3-f66c-42a9-b68e-e7d078e330a1_1552303510.jpg
1429;posillipo;2019-03-01T11:51:21.047Z;40.82227;14.21533;VIA POSILLIPO;406;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=0d690769-97b1-47a9-85a3-b17eb10e20d3_1551441065.jpg
1430;posillipo;2019-03-13T10:22:44.676Z;40.82225;14.2081;VIA PORTA POSILLIPO;Snc;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=eac497e8-f65f-4363-8551-d997b6d4a4e8_1552472532.jpg
1431;posillipo;2019-03-01T11:52:05.408Z;40.82223;14.21592;VIA POSILLIPO;407;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=f11f33a2-8249-4a5c-802e-541c18468d8a_1551441084.jpg
1432;posillipo;2019-03-11T11:23:48.944Z;40.82216;14.20883;VIA MANZONI ALESSANDRO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=ac1818a5-bdaf-4dca-ae93-12c11ea48b8c_1552303389.jpg
1433;posillipo;2019-03-11T11:22:42.460Z;40.82206;14.20872;VIA MANZONI ALESSANDRO;152;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=e415974b-05fd-4ec2-8bfb-01ab9abd0f6e_1552303349.jpg
1434;posillipo;2019-03-11T11:21:53.677Z;40.82204;14.20856;VIA MANZONI ALESSANDRO;141b;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=b7d4e1cc-9a26-41b1-a207-b1cbf96bc173_1552303300.jpg
1435;posillipo;2019-03-11T11:01:01.813Z;40.822;14.21354;VIA PETRARCA FRANCESCO;179;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=cc43b23a-cefc-47d4-9273-ace91c3e34c4_1552302039.jpg
1436;posillipo;2019-03-11T11:18:58.981Z;40.82197;14.20837;VIA MANZONI ALESSANDRO;156;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=17f7b885-3d17-4c9e-b53f-0c4b171ceba2_1552303122.jpg
1437;posillipo;2019-03-11T11:20:03.061Z;40.82197;14.20841;VIA MANZONI ALESSANDRO;Snc;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=6880b0f0-118b-44d6-8c4e-9b9034253a33_1552303173.jpg
1438;posillipo;2019-03-01T11:49:35.320Z;40.82194;14.2152;VIA POSILLIPO;405;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=b99775fb-5419-497e-8cce-95593d9b26a6_1551440936.jpg
1439;posillipo;2019-03-11T11:18:13.804Z;40.8219;14.2084;VIA MANZONI ALESSANDRO;141c;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=7bdaed22-74f9-4f28-961e-1660b1ffb7d4_1552303079.jpg
1440;posillipo;2019-03-11T10:59:23.135Z;40.82188;14.2134;VIA PETRARCA FRANCESCO;175;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=58fd7d48-70ef-4343-9d51-b88e62bebd8b_1552301952.jpg
1441;posillipo;2019-03-11T11:14:58.522Z;40.82182;14.20804;VIA MANZONI ALESSANDRO;143;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=309e0d73-2277-4a82-b18e-3a64823c34ee_1552302877.jpg
1442;posillipo;2019-03-11T11:16:43.024Z;40.82182;14.20826;VIA MANZONI ALESSANDRO;141c;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=ebc4f0a8-2913-48d4-9028-c6c46a212f66_1552302948.jpg
1443;posillipo;2019-03-11T11:01:55.809Z;40.8218;14.21343;VIA PETRARCA FRANCESCO;181;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=6b5def0e-9abb-4671-af89-c0cf9c70a4b7_1552302095.jpg
1444;posillipo;2019-03-11T11:14:00.108Z;40.82175;14.2076;VIA MANZONI ALESSANDRO;158c;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=10d80ad1-6efc-447e-88a8-cc3dde366511_1552302818.jpg
1445;posillipo;2019-03-13T11:34:05.880Z;40.82174;14.21211;VIA NEVIO;84;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=1d9ae21f-edb5-42b0-b8a1-4466bc0bd99d_1552476823.jpg
1446;posillipo;2019-03-11T11:11:36.664Z;40.82171;14.20731;VIA MANZONI ALESSANDRO;162;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=8728843c-5d10-4e09-ae61-4b31d9c01802_1552302681.jpg
1447;posillipo;2019-03-11T11:12:56.923Z;40.8217;14.20741;VIA MANZONI ALESSANDRO;S.N.C;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=7d6411d2-d934-4277-9252-b4e4875b2c05_1552302725.jpg
1448;posillipo;2019-03-11T11:10:44.246Z;40.82167;14.2073;VIA MANZONI ALESSANDRO;149;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c5773e11-7a35-4974-955b-29a2de216319_1552302634.jpg
1449;posillipo;2019-03-01T11:48:22.009Z;40.82167;14.21513;VIA POSILLIPO;404;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=bb82d400-82b2-4839-97b8-ecef6de9fbcf_1551440892.jpg
1450;posillipo;2019-03-11T11:09:32.043Z;40.82164;14.20711;VIA MANZONI ALESSANDRO;166;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=6039955f-d264-4379-b4e3-359570f161d9_1552302549.jpg
1451;posillipo;2019-03-01T11:48:36.643Z;40.82159;14.21478;VIA POSILLIPO;400;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=98f4fb30-ed37-4091-a020-21695f77ca21_1551440890.jpg
1452;posillipo;2019-03-01T11:47:04.074Z;40.82158;14.2142;VIA POSILLIPO;394;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=bfd41fd9-ff47-4cc2-b800-3566fdd452ef_1551440812.jpg
1453;posillipo;2019-03-11T10:57:13.627Z;40.82153;14.21263;VIA PETRARCA FRANCESCO;171;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=1840242b-e949-476d-b8ef-8a2123fa33d6_1552301811.jpg
1454;posillipo;2019-03-11T10:58:13.485Z;40.8215;14.2128;VIA PETRARCA FRANCESCO;70;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=b00e7b54-42ca-4352-b598-ea9e823a5c4e_1552301866.jpg
1455;posillipo;2019-03-11T10:57:11.656Z;40.8215;14.21254;VIA PETRARCA FRANCESCO;165;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=c34f9618-7f9b-4572-80e1-df59667dfcd2_1552301805.jpg
1456;posillipo;2019-03-13T11:34:50.912Z;40.82147;14.21191;VIA NEVIO;98;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=fd366c93-1bbf-4f03-8803-4b137399660b_1552476876.jpg
1457;posillipo;2019-03-19T10:28:25.611Z;40.82137;14.20798;VICOLETTO VILLANOVA;SNC;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=97a64dd3-fb2a-4365-8486-a428932b5082_1552991286.jpg
1458;posillipo;2019-03-19T10:55:47.053Z;40.82135;14.21237;VIA DEL PARCO CARELLI;80;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=2c127aae-ce78-49a0-8b9a-b6707294c122_1552992933.jpg
1459;posillipo;2019-03-13T11:35:45.344Z;40.82134;14.21171;VIA NEVIO;100;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=7d1813f4-4939-416b-998a-62882aa4b138_1552476932.jpg
1460;posillipo;2019-03-19T10:55:46.037Z;40.82131;14.21257;VIA DEL PARCO CARELLI;79;a raso;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=d49ca72c-eb1b-4e20-a7a2-5ff537ea74c1_1552992937.jpg
1461;posillipo;2019-03-01T11:46:43.575Z;40.82127;14.21421;VIA POSILLIPO;390;su marciapiede;https://five.epicollect.net/api/media/mun01-posillipo-catasto-passi-carrai?type=photo&format=entry_original&name=930f39ef-1832-4dd4-82a6-247e62f2afc4_1551440786.jpg
